tweet_id	tweet_text	label
101792	Debido a la contingencia del #COVID19 @SaludGuanajuato pide a los #guanajuatenses detectar y atender oportunamente padecimientos mentales como la depresión.  #QuédateEnCasa #UnidosSomosGrandeza @DrDanielDiazGto @Alan_Sahir https://t.co/xrSBLNF1VZ lee la nota 📰 @juancosme01	Lit-News_mentions
101882	"""El dolor de Ricardo Montaner tras la muerte de su primo por coronavirus: """"Nos cayó una aplanadora encima"""".https://t.co/Yzt8vGYac5"""	Lit-News_mentions
100993	Los monumentos y zonas turísticas de Italia, desiertos por «coronavirus» https://t.co/HO3ndxUw32 vía @ABC_Conocer	Lit-News_mentions
102947	#Científicos #argentinos crearon un #test #online de #olfato para detectar el #Covid19 👉🏼https://t.co/wDYQTjD7JT https://t.co/oeNLgo8QuZ	Lit-News_mentions
102656	Nuevos datos muestran mejoría en la recuperación con remdesivir en pacientes con covid-19 | El Comercio https://t.co/HptSA6oSik	Lit-News_mentions
102387	@DanteForesi Los Primeros casos de Gorilas Libertarios con Covid-19 #JuntosxElContagio #PROmotoresDeMuerte https://t.co/MzgaCxnYcW	Lit-News_mentions
102097	Trabajadores de la TAM denuncian descuentos en salarios por Covid-19 #Morelia https://t.co/lkJwiPOnQ0	Lit-News_mentions
101977	Yo lo hice aromaterapia, use café en polvo, canela, y albahaca 3 veces al día y en poco tiempo recupere el olfato	Lit-News_mentions
101767	#09May ÚLTIMA HORA | El Vinotinto venezolano Yangel Herrera, jugador de la primera división de España con el Granada, positivo en Coronavirus en el test realizado antes de volver a los entrenamientos.| vía Ideal Granada. https://t.co/gjgfTQ4wC0	Lit-News_mentions
105203	La variante de coronavirus identificada por primera vez en el Reino Unido parece ser más mortal en los datos recientemente publicados https://t.co/wNFunLF8fn vía @cnnee	Lit-News_mentions
105401	Estimula la recuperación del olfato luego de padecer covid-19https://t.co/kx3RaciInU#Olfato #Covid-19 #Olfatoterapia #Salud #Zon3D	Lit-News_mentions
100208	Efectos de la COVID-19 en los centros de #SaludMental de larga estancia, informe de la @OMS_es 👉https://t.co/WGdaMmgxE2👈 vía #Infocop @WHO #coronavirus #psicología #psiquiatría	Lit-News_mentions
105666	Candidatos en la recta final, el respiro del coronavirus y la sugestiva visita de Berni - https://t.co/vPKZCj4M6S vía @lacapitalmdq	Lit-News_mentions
102352	Salud digestiva: Cómo afecta la covid-19 al sistema gastrointestinalSANTO DOMINGO, RD.- Los síntomas gastrointestinales pueden ser la primera manifestación de la covid-19, sin embargo, existe controversia sobre si estos reflejan un mejor o https://t.co/JiNEfrwUtI https://t.co/EWNHRWU8LL	Lit-News_mentions
104259	@ale_jimz @HLFrisbie Primero que beba suficiente agua. Consultar con el pediatra cómo bajar la fiebre por otros medios antes de administrar antitérmicos, como ibuprofeno o paracetamol. Siendo COVID19 positivo, si hay fiebre persistente alta, que no remite, acudir de inmediato al pediatra u hospital.	Lit-News_mentions
100610	[CORONAVIRUS] ¿Cuáles son los síntomas de la COVID-19? Los síntomas más comunes de la COVID-19 son fiebre, cansancio y tos seca. Algunos pacientes pueden presentar dolores, congestión nasal, rinorrea, dolor de garganta o diarrea. https://t.co/sjNGCWaa0C	Lit-News_mentions
102629	ámbito | Por el coronavirus, Provincia prorrogó por 90 días los vencimientos de las licencias de conducir https://t.co/z0rWSJDLju https://t.co/BqXn4l4qjl	Lit-News_mentions
105747	Los efectos en el audiovisual del coronavirus #Covid_19  Actualización con las últimas cancelaciones y retrasos: CinemaCon, NAB, Séries Mania.... Conoce los últimos detalles: https://t.co/1ndT2uiVOc https://t.co/m7LXR5GAkG	Lit-News_mentions
103555	😩 #Campeche | Son tres mujeres que han presentando dolor de cabeza, fiebre y dificultad para respirar tras recibir la vacuna contra el #COVID19 💉https://t.co/gXEKISoHEd	Lit-News_mentions
104041	#EducacionQR: Algunos de los síntomas de COVID-19 son dolor muscular, fiebre, tos, dolor de garganta y dolor en articulaciones. Si presentas fiebre mayor 38 grados o dificultad respiratoria comunícate al 800 277 4780. https://t.co/6JR7Chwhkv	Lit-News_mentions
102026	Mi hermana perdió el olfato como síntoma del COVID-19 y anoche casi se mata por intoxicación... no sé dio cuenta que usó demasiado cloro para limpiar su cuarto, ahora está otra vez débil 😣	Lit-News_mentions
105549	Estamos desarrollando un sistema con Inteligencia Artificial para detectar el Covid19 a través de audios de tos 🗣️. Si leíste bien con AUDIOS DE TOS. Por eso si hace poco te hiciste un test de Covid en la Ciudad podés colaborar con el proyecto. Mirá el video y enterate cómo 👇🏻 https://t.co/WdwnADnhm2	Lit-News_mentions
104109	La dificultad para respirar ocurrió en casi el 19% de las personas, mientras síntomas como el dolor de garganta y el dolor de cabeza aparecieron en un 13% de los casos.Un 4% de los pacientes con el nuevo coronavirus tuvo diarrea.	Lit-News_mentions
100969	Nutrias de un acuario en EU dan positivo a Covid-19Tras dar positivo a SARS-CoV-2, las nutrias son atendidas por presentar síntomas respiratorios leves como estornudos, tos y congestión nasal.https://t.co/nQmDEd5euc https://t.co/WJhOiHN41c	Lit-News_mentions
103471	Coronavirus: jóvenes son más propensos a perder el gusto y olfato que los adultos mayores https://t.co/ngKMyXHukz	Lit-News_mentions
103560	La supervivencia de pacientes con COVID-19 ha mejorado por tratamientos que no son efectivos contra el coronavirus https://t.co/s4EpL4aNbM https://t.co/qN60ufiaQl	Lit-News_mentions
102874	👉 @RomanLalin anunciou un bono que gratificará con produtos turísticos en Galicia aos profesionais autonómicos vinculados á loita co Covid-19 con dobre efecto ✅ Reactivación do tecido turístico ✅ Recoñecemento a todos aqueles que nos protexeron  na loita contra a pandemia. https://t.co/ao8fpWxC6w	Lit-News_mentions
100691	ATENCIÓN – Estos son los nueve estado del país con cuarentena especial tras el incremento de casos por coronavirus (+detalles)  ⬇ 🔎 https://t.co/WmwTEzOYzJ	Lit-News_mentions
102516	💦 Esta es la razón por la que la COVID-19 hace que perdamos el olfato y el gusto https://t.co/9WW0SbHy0V	Lit-News_mentions
101297	El presidente Alberto Fernández anunció en sus redes sociales que se realizó un test de antígeno tras presentar 37,3 de fiebre y dolor de cabeza. El mismo dio como resultado positivo y queda a la espera del resultado del test PCR.#COVID19	Lit-News_mentions
103685	Sánchez deja Lanzarote con récord de coronavirus, se va a Huelva &amp;#8230; y aparecen casos de fiebre del Nilo: https://t.co/n3su6pPEQH	Lit-News_mentions
103404	COVID-19: Pérdida del olfato y del gusto por coronavirus puede durar hasta 5 meses, según estudio preliminar https://t.co/FedVejbQpO	Lit-News_mentions
100349	Coronavirus en Córdoba: cuáles son los barrios y departamentos con más casos activos Nota: https://t.co/KwWd5cZge0 por @ElDoce https://t.co/BRuHufqUnA	Lit-News_mentions
100931	Empleados de Rio Grande puestos en cuarentena después de ser expuesto al Covid-19 https://t.co/maPOV0iUFn	Lit-News_mentions
101273	“A mi hija no la cuidaron”: el dolor del padre de Larra Arreguiz, la chica que murió por COVID-19 y conmovió a todos con su imagen en el piso de un hospital https://t.co/4cd6xGm2Ud	Lit-News_mentions
101791	"Hoy , https://t.co/701wQeZAXL 89.3 fm Chuy en vivoHABLEMOS"" DESDE LAS 18 hs LO QUE VA A PASAR EN UN SALO LUGAR , Programa Especial Las noticias más importantes de las últimas horas , Covid-19 , Hospital , Asesinatos y… https://t.co/oISg5RooCB"	Lit-News_mentions
105571	@elpedru78 Medicamento desarrollado en Israel curó al 96% de los pacientes con Coronavirus. Se trata de EXO-CD24, aplicado exitosamente a 30 pacientes graves de los cuales 29 mejoraron considerablemente en 2 ó 3 días. La mayoría pudo ser dada de alta a los pocos días. Seguirán las pruebas.	Lit-News_mentions
103024	PLANTEL| 🇦🇹🚜  Tractor contagiado https://t.co/xIKF5a2ookFabricio Bustos dió positivo de Covid-19 en el último hisopado¡Mirá! https://t.co/xIKF5a2ook https://t.co/t6Qp3VmW0v	Lit-News_mentions
105080	Bon Jovi lava platos para ayudar a los que se han quedado sin recursos por el coronavirus https://t.co/De55MgE20G vía @RockFM_ES	Lit-News_mentions
101668	¿Por qué iniciar el curso escolar sin medidas para evitar el contagio?Abuelito dime tú, ¿cúanto vale una vida humana? Se lo explico de acuerdo a la #RazónInstrumental en #SiEsQueAEstoSeLePuedeLlamarVivir👇👇AQUÍ👇👇https://t.co/35W91MwJ3g https://t.co/qxAKOMTr1X	Lit-News_mentions
104172	#CoronavirusEA El contagio del COVID-19 se produce generalmente por vía respiratoria, a través de las gotitas respiratorias que las personas producen cuando tosen, estornudan o al hablar. https://t.co/1LtzzkLX8b	Lit-News_mentions
103193	🔸A un 1️⃣ kilómetro MÁXIMO de distancia de la vivienda.sin límite de tiempo más allá de las franjas horarias⛔️ Salir si se tiene fiebre o con síntomas compatibles con covid-19	Lit-News_mentions
105768	Un estudio reciente arrojó que los enfermos de COVID-19 con dificultad para respirar, pérdida de apetito y vómito tienen más probabilidades de requerir hospitalización. En contraste, aquellos que sólo presentan mero dolor de garganta y de estómago. https://t.co/ZZvgjU4bh2 https://t.co/BbCiFGTsZ2	Lit-News_mentions
100806	@patriotaEcuador @Lenin FUERA DEL CARGO DE MINISTRA  EDUCACION A ESTA SRA. CREAAAMER, QUE AL NO SER ECUATORIANA NO SIENTE EL DOLOR DE LOS ESTUDIANTES QUE PUEDEN CONTAMINARSE CON COVID19 Y LAS ANGUSTIAS DE SUS FAMILIARES.	Lit-News_mentions
105129	🟢 CORONAVIRUSLa Municipalidad de Bolívar informó que fueron descartadas las muestras de tres pacientes considerados contactos estrechos del último caso positivo. De este modo, el distrito cuenta con un caso activo de COVID-19 👉 https://t.co/1xaEQ2LaWm https://t.co/8C4ie3hIZ5	Lit-News_mentions
105368	Mantenemos la vigilancia genómica, sistemática y rutinaria del COVID-19 con el liderazgo de @INSPI_ECUADOR y el apoyo a las universidades @USFQ_Ecuador, @uees_ec y @utpl.   #100PrimerosDíasJuntos #JuntosLoLogramos https://t.co/26NVJCndNI	Lit-News_mentions
103678	#DatosAbiertosPergaminoActualización #COVID19 Podés 📲consultar, 💻descargar y📈reutilizar➕🔎👇https://t.co/IsktUrPsRM https://t.co/TEYB4szDZE	Lit-News_mentions
103256	📍 Esta es la razón por la que la COVID-19 hace que perdamos el olfato y el gusto https://t.co/XaRMLVlpx5	Lit-News_mentions
101881	Contagiados de covid-19 pueden perder el sentido del olfato y del gusto por 5 meses después, señala estudio. Se realizó en Canadá con la participación de 813 trabajadores sanitarios. https://t.co/3PVZhxotj8	Lit-News_mentions
102253	@rigotordoc Dr. Un joven de 19 años sufrió Covid-19 con síntomas de perdida de olfato y gusto. De resto un leve malestar. Ahora ha tenido episodios de repetir algo que ya dijo antes y no recordarlo. ¿Puede ser una secuela?.	Lit-News_mentions
105585	Menú de webinars en el marco de retos tras la #COVID19:- #BigData con @MabrianOfficial- #EmailMarketing con @raulabad- #storytelling con @EliaGuardiola- #TransformacionDigital con @cesarmariel- #InteligenciaArtificial con @aszaplaAquí van: https://t.co/iy5anCEnUU https://t.co/T5YskQJ1xb	Lit-News_mentions
100422	A VIVIR EUSKADI | Tras 18 años sin olfato viviendo con un trastorno casi desconocido, Javier reconoce que la #COVID19  está ayudando a poner el foco en esta afección✍️ @AloaVelasco https://t.co/vq41d7VLPu	Lit-News_mentions
103919	En un estudio en China, investigadores reportaron más alta proporción de pacientes con COVID-19 que tenían historia de hábitos tabáquicos. Estos mostraron un rápido deterioro durante su hospitalización, en comparación con no fumadores: https://t.co/zSH3PxWIEF. #DerechoASaber https://t.co/eW1sTQaZrr	Lit-News_mentions
104439	📢 Si presentas algunos de estos síntomas: malestar de garganta, fiebre,dolor muscular, neumonía o dificultad para respirar. Antes de acudir a algún centro de salud, comunícate al 0800 2684319 o al 0800-VIGILAN (0800-8444526),donde podrás aclarar tus dudas sobre el Coronavirus https://t.co/rdi1OaxqLi	Lit-News_mentions
103591	Un tabloide hace caer a un ministro: el máximo responsable de salud en Reino Unido ha dimitido después de admitir que se saltó las medidas sanitarias de COVID-19 al besar y abrazar a un asistente en su oficina tras publicarse unas fotos en The Sun https://t.co/cmfDS6M0Tt https://t.co/aNRDckdFgo	Lit-News_mentions
103604	#Entérate 🧓👵 Una de las medidas sugeridas es llevarlos al médico en caso de presentar síntomas como fiebre alta, malestar general, tos seca, escurrimiento nasal o dificultad para respirarhttps://t.co/5sKa8QJ1zK	Lit-News_mentions
105504	¡ÚLTIMA HORA!Uefa se está planteando suspender la Uefa Champions League por un tiempo por el Covid 19 y su rebrote fuerte en Europa, malas noticias regresa el dolor 😩😩#COVID19 #ucl #FelizMartes https://t.co/Q3pwyVsuBN	Lit-News_mentions
105038	Los niños pueden transmitir el coronavirus igual que los adultos, según los últimos estudios https://t.co/Rnw2KDmsPY	Lit-News_mentions
105089	https://t.co/iFtwz8DUIpIntensifican cerco sanitario en Central de Abasto tras fallecimientos por Covid-19 https://t.co/i131I4crTk	Lit-News_mentions
103932	Gilead inicia dos estudios de etapa tardía para probar medicamentos en pacientes con coronavirus https://t.co/KbiQgGzY0e	Lit-News_mentions
104304	Nos acaban de avisar que un arquitecto no viene mañana. Sucede que su hijo tiene tos, fiebre y dificultad para respirar.Lo llevaron al dr porque presenta los síntomas y pues los mandó a aislar. Supongo que se irán a hacer la prueba del coronavirus.	Lit-News_mentions
102697	Las teorías más “curiosas” sobre el coronavirus: Desde un arma biológica hasta antídotos inverosímiles https://t.co/ANPlUlbCU2 vía @El Diario de Santiago	Lit-News_mentions
103558	El dolor corporal, de cabeza y la fiebre pueden provocar que un médico te de un mal diagnóstico de salud y complicar tu condición actual, por ello, desde la Coordinación de Bienestar Social convocan... #DeCarmen #Covid19	Lit-News_mentions
100647	@natacharios6 @pepe_auth @camila_vallejo @CNNChile Al final de la nota está el proyecto en pdf, te invito a que vayas y lo leas (el pdf, no el reportaje) y así tengas algún fundamento para tus argumentoshttps://t.co/yXGwL0N3Ar	Lit-News_mentions
104916	@maritibenito *Síntomas de la infección por Coronavirus*  - Sudoración  - Debilidad - Diarrea - Dolor estomacal  Básicamente son los *mismos síntomas* que usted experimenta cuando *su esposa* está viendo su celular.  🤪😂😃😉😜🤣	Lit-News_mentions
100926	El cambio de criterio en el triaje del coronavirus satura las Urgencias del Virgen de la Salud. Están aislando a todos los pacientes que llegan con tos, fiebre, dificultad respiratoria y han estado en Madrid en los últimos 14 días. https://t.co/Gp2nBHVe7k https://t.co/IuNpEXdlSP	Lit-News_mentions
100980	“La prueba del vinagre”: militares estadounidenses aplican un sencillo test para intentar detectar el coronavirus sin fiebre.https://t.co/oIQVDZ5T9F	Lit-News_mentions
105350	Síntomas posible contagio de coronavirus:- Salud responde no coge el teléfono.- 38,2 de fiebre.- Malestar general.- Mocos y cansancio.- sensación de tener pecho caliente.Seguimos 💪💪💪	Lit-News_mentions
103130	Efectos en la salud mental por la pandemia de la #COVID19 ✅ 35% de la población presenta problemas para conciliar el sueño.✅ 29.5% síntomas de moderados a severos de depresión.✅ 27.5% síntomas de moderados a severos de ansiedad. Según un estudio de @FUNPRES_Oficial https://t.co/vhX8LGNg9T	Lit-News_mentions
101419	Coronavirus en Turquía: datos actualizados #trtespanol https://t.co/Kl1dcXuKI2 https://t.co/dXS3kUg3DN https://t.co/W2PmXKrMRi	Lit-News_mentions
105058	Coronavirus: enfermedad podría ser más peligrosa en hombres que en mujeres, según datos https://t.co/ds5DraRFrW	Lit-News_mentions
104580	La trama de la investigación surgió luego de que un periodista reveló que el expresidente Martín Vizcarra y altos funcionarios públicos de Perú se habían vacunado contra Covid-19 incluso antes de que esas dosis fueran aprobadas.▶️: https://t.co/ZOKYLxqahy#TodasLasVoces	Lit-News_mentions
103475	Recuerda que si presentas síntomas como fiebre, dolor de cabeza, tos o dolores musculares, puedes acudir a cualquiera de los tres módulos de #PlayaDelCarmen donde realizan pruebas rápidas para #Covid19. Están en #VillasDelSol, en #PuertoAventuras y en la 28 de Julio. https://t.co/4jiLGcPva8	Lit-News_mentions
103353	Pacientes de varios países que tuvieron covid-19 han reportado este fenómeno: presentar algunos síntomas de forma persistente y durante meses. Algunos de ellos son cefalea, debilidad, dolor torácico y pérdida del gusto o del olfato. #VCTElMercurio https://t.co/470SsqMTug https://t.co/1rUnsPTGpx	Lit-News_mentions
100038	@VickyDavilaH En Florida liberarán 750 millones de mosquitos modificados genéticamente No srria raro enco tra0r algún encadenamiento con el coronavirus Que dice @WRadioColombia #siguelaw https://t.co/rL7q6Wzzc8 vía @RevistaSemana	Lit-News_mentions
103169	Les contamos cuales son los #requisitos para #DonarPlasma en el #EnsayoClínicoNacional del @msalnacion, un gesto sumamente #solidario que pueden llevar adelante aquellos pacientes recuperados de #COVID19.👉Mirá la #info completa en: https://t.co/YudywE0TR1#CuidateYCuidanos https://t.co/ubMA5pFjF9	Lit-News_mentions
105337	Ver noticias del COVID-19 llegando a personas mayores me parte el corazón.  Se supone que deben pasar sus últimos alientos en calma no con un puto virus sin cura y con dolor.	Lit-News_mentions
104638	Los próximos meses van a ser difíciles, dice la @opsoms ante aumento de casos de Covid-19 https://t.co/K62O7lrRvP vía @El_Universal_MxPero para México con tantos pronósticos en contra, será un milagro que un mexicano de a pie termine este sexenio sano y salvo @BotTita2	Lit-News_mentions
104855	⚕️ Detectan el dolor de cabeza como uno de los síntomas de alerta del Covid-19 #COVID19 https://t.co/gd5AkC5b1C	Lit-News_mentions
105236	Síntomas del coronavirus: en qué se diferencia la pérdida de olfato y gusto por covid-19 de la producida por un resfriado                 https://t.co/NEcKBaz16y	Lit-News_mentions
101304	Personas que se han recuperado del COVID-19 pueden sufrir estos problemas de salud mental - https://t.co/MSIHs2Qc8c https://t.co/0DPOtqW56L	Lit-News_mentions
104942	PREOCUPANTE 🛑 Pérdida de dientes, encías sensibles y dolor: Estos podrían ser otros efectos del covid-19 (+Info)👇🏻  📍 https://t.co/oQ3kYPdZBs	Lit-News_mentions
102647	#COVID19 sabía que si tienes perdida del olfato por el nuevo coronavirus tienes 10 veces menor riesgo de hacer la enfermedad grave? Según un estudio de la Universidad de San Diego https://t.co/E40RCWHLN7	Lit-News_mentions
103538	@jairlopezgonza3 Hola,gracias por escribirnos.Te invitamos a ingresar el siguiente link: https://t.co/dpPmEzz0ZlEn donde encontraras toda la información al respecto (Protocolos, canales de atención, resultados, entrega de medicamentos a domicilio etc.)	Lit-News_mentions
102899	#COVID19 presenta potencialmente un desafío significativo para los pacientes que buscan acceder al tratamiento del #dolor. Rt @aperebrat #dolorcronico #segpac#DiamundialContraeldolor #Diamundialdolorhttps://t.co/sY3Oe0g2b4	Lit-News_mentions
105782	"""Multados los dos senderistas rescatados en Cotos, que habían salido a la Sierra para """"evadirse"""" del coronavirus https://t.co/27xQk90xzY #noticias vía @aquienlasierra"""	Lit-News_mentions
105847	#AlcalálaRealParte 19 julio con las últimas incidencias #Covid19 ✳️ Datos oficiales facilitados por la Junta de Andalucía y que pueden consultarse en este enlace ➡️https://t.co/6mO8xGJm97 https://t.co/YttH4DXKDs	Lit-News_mentions
105212	"""#Entrevista | #Coronavirus Un niño dio positivo en Helvecia. En #PasanCosas hablamos con el pte comunal, Luciano Bertossi""""El chico no tiene antecedentes de viaje. Está en su casa junto a su padre"""""""	Lit-News_mentions
100718	En la reciente serie con motivo de la cuarentena por #COVID19, @RelapseRecords liberó el pasado 15 de mayo la cuarta entrega de conciertos gratis de Death 4. California 1995 (Spotify): https://t.co/GwEQznyncp- Youtube: https://t.co/ME51WUG92C- Otros: https://t.co/NHSmrwJE8O https://t.co/uaj5f7dUOx	Lit-News_mentions
102829	Comienzan a aparecer los efectos secundarios de las vacunas contra el coronavirus: fiebre y desmayos https://t.co/acRDd3HyYj	Lit-News_mentions
102794	Aunque los síntomas más comunes de #COVID19 son fiebre, dificultad para respirar, tos seca y cansancio, existen otras afecciones que debes tener presente para detectar el virus a tiempo y cortar la cadena de contagio.  #ContamosContigo. https://t.co/4vEyrndkly	Lit-News_mentions
100770	#ATENCIÓN Ecuador y Paraguay registran los más altos repuntes de casos de la COVID-19 en la región. OPS expresa preocupación por esta situación. Aquí los detalles &gt;&gt; https://t.co/bY3ZHEeKxk https://t.co/7uJG4drgRO	Lit-News_mentions
105392	El Covid-19 impulsa al PSOE, que lograría un 31% de los votos según el CIS de Tezanos https://t.co/PsA1ZcZcDd	Lit-News_mentions
104162	https://t.co/azjCRnFy7A Tras querer instalar el día de los muertos por coronavirus, Duggan le juntó la cabeza a Iglesias y Wolff y los despachó sin piedad: “Siniestros” https://t.co/gNWrFyWe9z	Lit-News_mentions
104809	Los barrios en el centro de la solución tras el coronavirus https://t.co/Bw7WfBLnEk @Dauravh @MariaDomenechV @felixdiazhdez @deltoscal @RosalbaDiazDiaz @IrmaCervino @miPlaza_es @jorgespinel @Efraincan @ElenaBReyes @FranGarcia021 @GonzaloFanjul @gemma_pinyol	Lit-News_mentions
100161	📣 Esta es la razón por la que la COVID-19 hace que perdamos el olfato y el gusto https://t.co/8SRMnYZP8L	Lit-News_mentions
103212	Dolor en Boca: murió Cacho Laudonio, el Loco Banderita, tras luchar contra el coronavirusEl histórico hincha, reconocido por ser quien anunciaba la salida del equipo agitando una bandera, falleció a los 84 años luego de estar un largo tiempo internado tras haber contraído covid. https://t.co/WFKNYnippJ	Lit-News_mentions
101041	👨‍⚕️ #ENTÉRATE: La inversión fue dirigida a la compra de instrumentos médicos, insumos y otras acciones relacionadas con la atención de pacientes COVID en #BajaCaliforniaSur &gt;&gt;  https://t.co/EubriwaSwi	Lit-News_mentions
103902	¡Atención! Concedieron la prisión domiciliaria a Luis D'Elía 😮 Tenía fiebre alta y dolor en el cuerpo, síntomas del coronavirus https://t.co/6FPTPJcy79	Lit-News_mentions
102124	"""Al asomarme a mi ventana, tras haber recuperado a unos cuantos pacientes con coronavirus, puedo sentir la aurora y esta atmósfera un poco más limpia que me permite distinguir los márgenes de mi ciudad."" Accede a la columna en el siguiente enlace: https://t.co/rryRhoXkjJ https://t.co/6Q5iXQ696c"	Lit-News_mentions
103806	@elsalvadorcom #Noticias #Nacional El posible colapso de los hospitales por la pandemia de COVID-19 causado por los decretos crimínales de @ARENAOFICIAL y @FMLNoficial podría provocar que pediatras del Hospital General del ISSS sean obligados a atender a pacientes con la enfermedad.	Lit-News_mentions
103881	La gestión financiera en tiempos de COVID-19 no tiene por que ser un dolor de cabeza dentro de su organización.Inscripción en línea: https://t.co/5fGdmZ6uiwInscripción de empresas y Gobierno: https://t.co/YeQSAQ0xW0 https://t.co/Gf30hgxsh5	Lit-News_mentions
104092	Toma nota, estos son los lugares donde más personas se contagiaron de Covid-19 en la CDMX 👇https://t.co/2mhns8cCTJ	Lit-News_mentions
102720	Coronavirus: Farmacéuticos preocupados por falta de medicamentos https://t.co/pCRVn5oXUP vía @YouTube	Lit-News_mentions
102771	Aprueban condonar dos meses de renta comerciantes de vía pública y locatarios de los mercados municipalesSalvador Alvarado, Sinaloa.- Con el objetivo de apoyar a los comerciantes, quienes a efectos de la pandemia del Covid-19 se vieron afectados, el Ca… https://t.co/YeGwkXLdl9 https://t.co/SHNdjIsn62	Lit-News_mentions
102980	@berto_seba @EsquivoGenias @gonziver Enserio tenes perdida del olfato?? Los medicos en television dijeron q ese es un sintoma de coronavirus , q no se fijen solo en la fiebre	Lit-News_mentions
100461	Algunos comportamientos que alimentan la indisciplina ante el covid-19 - El Tiempo https://t.co/h5mEnRjWSH https://t.co/7vVCUSibLD	Lit-News_mentions
105211	#1Jul Los gatos pueden contraer la covid-19 por dormir en la cama de su dueño, según estudio https://t.co/vqIrQky4AV #Gato #NoticieroVenevision #Salud #Covid https://t.co/A6353T2Jdn	Lit-News_mentions
101282	Taxista que contagió a toda su familia cuenta su experiencia. Edwin Velandia tuvo coronavirus y su esposa e hijos resultaron infectados también. En minutos hablaremos en vivo con él. Conéctese aquí 👉https://t.co/X4wbkzi6Rc https://t.co/n6TUCvF50p	Lit-News_mentions
100701	Trabajadores de VTV con COVID-19 denuncian malos tratos y dicen estar “presos” en el canal https://t.co/TvHLL2uGGU. https://t.co/PE8iRy48tZ	Lit-News_mentions
104726	Al igual que otras enfermedades respiratorias el #COVID19 puede causar síntomas leves como: secreción nasal, dolor de garganta, tos y fiebre. Puede ser más grave para algunas personas y puede provocar neumonía o dificultad respiratoria.#Protegete#UsaNasobuco#CubaSalvaVidas https://t.co/f6GOPse7ig	Lit-News_mentions
101096	Coronavirus en Asturias | El Ejército monta seis puestos en Cabueñes para cribar casos de covid https://t.co/jZNlt2qxL9 vía @elcomerciodigit	Lit-News_mentions
105219	"#MilagrosLeivaEntrevista @ougarteu sobre síntomas del coronavirus: ""Puede haber un cuadro febril, puede faltar el olfato y el gusto, tos seca, esos son los síntomas del 80% de casos""En vivo:  https://t.co/4AJELMLOQ2ClaroTv:  C12MovistarTV: C16DirecTV: C1191"	Lit-News_mentions
103097	Que entiendan que los perros, gatos, caballos, etc. no transmiten el coronavirus https://t.co/riFE2A0Eld vía @sosvox	Lit-News_mentions
103118	"Apócrifo 134""La Tierra plana""&gt;&gt;“Walking dead” vocifera el terraplanista criollo. Con su calvicie tapada por un trapo y rostro barbado, no se cansa de gritar para despertar las conciencias de “los muertos vivientes”&lt;&lt; #Coronavirus #Terraplanistas https://t.co/pWEyEssQeg https://t.co/eTxC3foHu7"	Lit-News_mentions
103004	#Tendencias | “Fue espantoso, teníamos miedo”: la actriz con COVID-19 en grabaciones de telenovela para Televisa .- https://t.co/BaPOOrbnUl !'	Lit-News_mentions
104093	rt @EfectoCognitivo: ⭐️ Esta es la razón por la que la COVID-19 hace que perdamos el olfato y el gusto https://t.co/LPUpcDnsgD	Lit-News_mentions
